date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2021-03-11,Z305KWFY,ST4000DM000,4000787030016,1,118,178080592,,,91,0,100,8,100,0,86,421870510,,,50,44229,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,0,73,54522,26,26,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,43880,100,51504156976,100,282031512472,,,,,,,,,,,,,,,,,,,,
2020-05-27,S301GQE0,ST4000DM000,4000787030016,1,120,236049344,,,91,0,100,9,100,0,81,132456561,,,55,40122,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,97,3,100,0,100,0,76,24,100,0,100,0,95,10653,24,24,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40044,100,58031434288,100,227329390043,,,,,,,,,,,,,,,,,,,,
2020-05-27,Z304JY56,ST4000DM000,4000787030016,1,113,53304152,,,91,0,100,13,100,0,82,185571613,,,54,40645,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,7,100,0,100,0,100,15,100,0,79,21,100,0,100,0,96,8974,21,21,,,,,100,0,100,0,200,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40538,100,56560170544,100,267099321267,,,,,,,,,,,,,,,,,,,,
2021-03-11,Z304JWFE,ST4000DM000,4000787030016,1,111,29642120,,,92,0,100,22,100,0,88,801334100,,,46,47545,100,0,,,100,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,87,13,100,0,100,0,78,22,100,0,100,0,96,8342,22,22,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47443,100,61106833896,100,554993803651,,,,,,,,,,,,,,,,,,,,
2020-05-26,Z3040ED2,ST4000DM000,4000787030016,1,118,168068328,,,92,0,100,10,100,0,85,354488279,,,55,40100,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,95,5,100,0,100,0,100,0,78,22,100,0,100,1,96,8561,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40028,100,58529783232,100,205704479783,,,,,,,,,,,,,,,,,,,,
2020-05-26,W301AV3C,ST4000DM000,4000787030016,1,108,19317784,,,92,0,100,10,100,0,87,497053834,,,69,27992,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,0,100,1066,27,27,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,27983,100,28929394936,100,226024747908,,,,,,,,,,,,,,,,,,,,
2020-05-26,S301MGPM,ST4000DM000,4000787030016,1,118,170832832,,,92,0,100,15,100,0,85,387134280,,,55,39936,100,0,,,100,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,97,3,100,0,100,0,100,0,77,23,100,0,100,1,93,14916,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,39753,100,56843867752,100,241904412937,,,,,,,,,,,,,,,,,,,,
2020-05-18,Z304W5HC,ST4000DM000,4000787030016,1,119,2114648,,,92,0,100,15,98,2640,81,146885346,,,56,38929,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,57,100,0,31,69,100,0,100,0,76,24,100,0,100,0,84,33731,24,24,,,,,98,384,98,384,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,38525,100,55785127680,100,196414305703,,,,,,,,,,,,,,,,,,,,
2020-05-18,S301NGAY,ST4000DM000,4000787030016,1,115,91460104,,,91,0,100,10,100,0,84,310331836,,,54,40405,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,0,96,8775,20,20,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40301,100,60036131720,100,208048432117,,,,,,,,,,,,,,,,,,,,
2020-05-30,Z305DFMP,ST4000DM000,4000787030016,1,120,2085480,,,96,0,100,4,100,0,88,778395253,,,58,37369,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,0,74,53592,27,27,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,37017,100,48687561784,100,195223140479,,,,,,,,,,,,,,,,,,,,
2021-03-07,Z302T7PH,ST4000DM000,4000787030016,1,110,26687656,,,92,0,100,26,88,15192,66,4026508,,,46,47855,100,0,,,100,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,4,100,0,51,49,100,3,100,0,70,30,100,0,100,0,93,14024,30,30,,,,,100,160,100,160,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47720,100,63763702704,100,287512907945,,,,,,,,,,,,,,,,,,,,
2020-05-19,S301MJ8S,ST4000DM000,4000787030016,1,109,212815426,,,91,0,100,17,100,40,85,341914161,,,54,40437,100,0,,,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,74,26,100,0,100,0,81,19,100,0,100,1,97,6782,19,19,,,,,100,56,100,56,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40341,100,59685056192,100,261255533275,,,,,,,,,,,,,,,,,,,,
2020-05-19,S301GTJF,ST4000DM000,4000787030016,1,109,23214624,,,92,0,100,17,100,0,85,380123809,,,54,41115,100,0,,,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,95,5,100,0,100,0,74,26,100,0,100,2,94,12837,26,26,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40907,100,59508603464,100,222532200322,,,,,,,,,,,,,,,,,,,,
2020-05-21,S30116PQ,ST4000DM000,4000787030016,1,116,117083584,,,92,0,100,33,100,96,86,433453305,,,50,43993,100,0,,,100,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,7,100,0,65,35,100,0,100,0,82,18,100,0,100,0,79,42148,18,18,,,,,99,272,99,272,200,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,43831,100,62718891668,100,243503443669,,,,,,,,,,,,,,,,,,,,
2021-01-02,S301K7NR,ST4000DM000,4000787030016,1,93,134955760,,,91,0,100,17,92,10320,89,878734605,,,48,45906,100,0,,,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,100,0,38,62,100,1,100,0,73,27,100,0,100,0,95,10514,27,27,,,,,100,56,100,56,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45780,100,63429149288,100,364228086767,,,,,,,,,,,,,,,,,,,,
2020-05-09,Z304TFJZ,ST4000DM000,4000787030016,1,119,215782632,,,92,0,100,21,100,0,90,999156560,,,58,37213,100,0,,,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,100,0,100,0,100,0,69,31,100,0,100,0,96,9623,31,31,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,37125,100,52820917736,100,225513704933,,,,,,,,,,,,,,,,,,,,
2021-01-02,Z302SZMS,ST4000DM000,4000787030016,1,108,60844601,,,91,0,100,37,99,840,88,801606583,,,47,46764,100,0,,,100,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,4,100,0,47,53,100,0,100,0,76,24,100,0,100,21,94,13126,24,24,,,,,100,104,100,104,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46497,100,63429372800,100,275283351003,,,,,,,,,,,,,,,,,,,,
2021-01-03,Z304K098,ST4000DM000,4000787030016,1,102,67740289,,,92,0,100,22,100,16,87,608059987,,,48,45968,100,0,,,100,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,85,15,100,2,100,0,80,20,100,0,100,1,98,5849,20,20,,,,,100,16,100,16,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45882,100,60705640848,100,306134121791,,,,,,,,,,,,,,,,,,,,
2020-05-20,Z302SZ9V,ST4000DM000,4000787030016,1,119,225254504,,,91,0,100,35,100,0,84,309902173,,,53,41312,100,0,,,100,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,23,77,100,0,100,0,72,28,100,0,100,14,94,12509,28,28,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,41046,100,60172622464,100,218707007559,,,,,,,,,,,,,,,,,,,,
2021-01-17,S30108TM,ST4000DM000,4000787030016,1,116,115801496,,,92,0,100,11,100,56,87,516035463,,,46,47359,100,0,,,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,4,100,0,88,12,100,0,100,0,67,33,100,0,100,0,90,21806,33,33,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47237,100,62768325296,100,271568757870,,,,,,,,,,,,,,,,,,,,
2021-03-06,Z305FNVM,ST4000DM000,4000787030016,1,100,210065034,,,96,0,100,4,89,13784,86,437484326,,,50,44116,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,12,100,0,44,56,100,0,100,0,73,27,100,0,100,0,74,53344,27,27,,,,,99,288,99,288,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,43755,100,52517254536,100,267697954018,,,,,,,,,,,,,,,,,,,,
2020-04-10,S301NGVZ,ST4000DM000,4000787030016,1,114,72915824,,,92,0,100,12,100,0,84,276629388,,,55,39500,100,0,,,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,100,0,100,0,100,0,100,0,72,28,100,0,100,0,97,7686,28,28,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,39387,100,59739056952,100,202652211287,,,,,,,,,,,,,,,,,,,,
2020-04-11,Z3029FLD,ST4000DM000,4000787030016,1,112,44545352,,,92,0,100,9,100,0,86,444704064,,,49,45349,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,0,73,54920,20,20,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45161,100,65580938712,100,201861426553,,,,,,,,,,,,,,,,,,,,
2021-01-13,Z3059AHR,ST4000DM000,4000787030016,1,114,72282424,,,91,0,100,8,100,96,88,699547491,,,50,43824,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,4,100,0,27,73,100,0,100,0,80,20,100,0,100,0,96,8726,20,20,,,,,97,504,97,504,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,43730,100,57353170256,100,282310980923,,,,,,,,,,,,,,,,,,,,
2021-01-13,Z305PJCM,ST4000DM000,4000787030016,1,117,163845528,,,91,0,100,10,100,0,82,177189605,,,52,42858,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,36,100,0,88,12,100,0,100,0,72,28,100,0,100,0,76,49025,28,28,,,,,100,144,100,144,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,42512,100,51424931288,100,261404460843,,,,,,,,,,,,,,,,,,,,
2020-06-28,Z302DJW1,ST4000DM000,4000787030016,1,103,5679912,,,94,0,100,6,100,0,87,530260187,,,48,45553,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,16,100,0,100,0,100,0,100,0,81,19,100,0,100,0,84,33708,19,19,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45380,100,66692815195,100,204933319748,,,,,,,,,,,,,,,,,,,,
2021-01-13,Z305NZY9,ST4000DM000,4000787030016,1,117,151753464,,,91,0,100,10,100,8,84,296584505,,,52,42863,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,47,53,100,0,100,0,72,28,100,0,100,0,75,50872,28,28,,,,,100,104,100,104,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,42508,100,51660574808,100,288277105339,,,,,,,,,,,,,,,,,,,,
2021-01-13,S300Z4NB,ST4000DM000,4000787030016,1,115,91125112,,,93,0,100,17,100,0,90,959307139,,,47,47262,100,0,,,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,69,31,100,0,100,1,90,20582,31,31,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47143,100,66062555584,100,451044739929,,,,,,,,,,,,,,,,,,,,
2020-06-02,Z304JDAL,ST4000DM000,4000787030016,1,114,76297536,,,92,0,100,10,100,0,81,132643804,,,54,40831,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,81,19,100,0,100,0,97,7870,19,19,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40738,100,55238144112,100,240111856034,,,,,,,,,,,,,,,,,,,,
2020-06-16,S301L0QR,ST4000DM000,4000787030016,1,105,8834888,,,92,0,100,11,100,0,84,242093814,,,54,40435,100,0,,,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,75,25,100,0,100,0,93,15958,25,25,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40277,100,55044133344,100,217073481667,,,,,,,,,,,,,,,,,,,,
2020-06-16,Z307SWMC,ST4000DM000,4000787030016,1,118,186610088,,,92,0,100,12,100,0,87,573460481,,,72,25129,100,0,,,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,100,200,23,23,,,,,100,0,100,0,200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,25120,100,25735820944,100,167534134778,,,,,,,,,,,,,,,,,,,,
2020-06-17,Z302SYZD,ST4000DM000,4000787030016,1,119,229583368,,,94,0,100,6,100,0,84,282432885,,,52,42237,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,96,4,100,0,100,0,72,28,100,0,100,0,91,18299,28,28,,,,,100,0,100,0,200,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,42124,100,61527472656,100,193430548785,,,,,,,,,,,,,,,,,,,,
2021-03-17,S301ECEQ,ST4000DM000,4000787030016,1,117,162486600,,,92,0,100,37,100,0,89,907750160,,,45,48531,100,0,,,100,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,89,11,99,1,100,0,100,0,73,27,100,0,100,8,94,12887,27,27,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,48267,100,64137539384,100,263227826791,,,,,,,,,,,,,,,,,,,,
2021-03-17,Z305DTQS,ST4000DM000,4000787030016,1,112,43124360,,,94,0,100,6,82,23432,70,228183322721,,,49,44958,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,39,61,100,5,100,0,67,33,100,0,100,0,98,5548,33,33,,,,,100,48,100,48,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,44866,100,58426729896,100,250373863575,,,,,,,,,,,,,,,,,,,,
2021-03-29,Z303QQJ7,ST4000DM000,4000787030016,1,119,201980792,,,94,0,100,6,100,0,88,737932815,,,47,47299,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,93,14033,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47144,100,59106088512,100,275909983152,,,,,,,,,,,,,,,,,,,,
2021-03-15,S3010XYP,ST4000DM000,4000787030016,1,118,187669880,,,93,0,100,7,100,0,72,17531238,,,42,51096,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,81,39942,21,21,,,,,100,56,100,56,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,50929,100,66194138120,100,289330439956,,,,,,,,,,,,,,,,,,,,
2020-04-17,Z305FYYR,ST4000DM000,4000787030016,1,117,154528600,,,91,0,100,10,100,0,89,857678041,,,59,36499,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,66,34,100,0,100,0,72,28,100,0,100,0,99,3229,28,28,,,,,100,48,100,48,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,36472,100,49393247384,100,233526502241,,,,,,,,,,,,,,,,,,,,
2020-06-12,S301N6RC,ST4000DM000,4000787030016,1,120,2359536,,,92,0,100,18,100,0,86,458986667,,,54,41009,100,0,,,100,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,98,2,100,0,100,0,100,0,81,19,100,0,100,1,97,7122,19,19,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40911,100,60446243360,100,249634300954,,,,,,,,,,,,,,,,,,,,
2021-01-04,Z302T67W,ST4000DM000,4000787030016,1,117,139298280,,,91,0,100,19,100,0,89,862444253,,,48,46339,100,0,,,100,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,4,100,0,37,63,100,0,100,0,73,27,100,0,100,4,94,12345,27,27,,,,,100,40,100,40,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46223,100,62779593088,100,331659737734,,,,,,,,,,,,,,,,,,,,
2021-01-10,Z302AKR7,ST4000DM000,4000787030016,1,105,9741880,,,95,0,100,5,100,0,88,782113666,,,45,48616,100,0,,,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,0,82,37355,20,20,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,48280,100,66350313808,100,286222985573,,,,,,,,,,,,,,,,,,,,
2020-06-10,S300Z5FT,ST4000DM000,4000787030016,1,117,166206184,,,94,0,100,6,100,0,87,534818594,,,50,44425,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,82,18,100,0,100,0,84,32757,18,18,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,44301,100,65441789368,100,223839344511,,,,,,,,,,,,,,,,,,,,
2021-01-11,S300Z6HN,ST4000DM000,4000787030016,1,115,96942104,,,94,0,100,6,100,0,89,845927443,,,46,48085,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,84,16,100,0,100,0,82,18,100,0,100,1,76,48896,18,18,,,,,98,328,98,328,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47735,100,62588716680,100,355961630871,,,,,,,,,,,,,,,,,,,,
2020-04-29,Z305B832,ST4000DM000,4000787030016,1,113,56811848,,,92,0,100,12,100,0,90,969487415,,,58,36970,100,0,,,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,98,2,100,0,100,0,100,0,67,33,100,0,100,0,96,9573,33,33,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,36884,100,51203706320,100,216205573622,,,,,,,,,,,,,,,,,,,,
2020-04-15,Z3059NCZ,ST4000DM000,4000787030016,1,111,176702664,,,91,0,100,12,100,0,90,969946058,,,58,37275,100,0,,,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,97,3,100,0,100,0,78,22,100,0,100,2,96,8143,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,37179,100,53477917752,100,193128867915,,,,,,,,,,,,,,,,,,,,
2020-04-15,Z304JWB1,ST4000DM000,4000787030016,1,118,193136896,,,92,0,100,11,100,0,85,350245853,,,55,39619,100,0,,,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,100,0,85,15,100,0,100,0,73,27,100,0,100,0,96,8076,27,27,,,,,99,224,99,224,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,39517,100,59720557760,100,215692329967,,,,,,,,,,,,,,,,,,,,
2020-04-01,S301NDVZ,ST4000DM000,4000787030016,1,117,142762888,,,91,0,100,13,100,0,82,186856750,,,56,38614,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,1,93,15932,27,27,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,38459,100,55964161776,100,241629607953,,,,,,,,,,,,,,,,,,,,
2020-04-28,Z302T7YY,ST4000DM000,4000787030016,1,113,58095960,,,91,0,100,28,100,0,83,234518779,,,54,40602,100,0,,,100,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,720,100,0,100,0,100,0,100,0,76,24,100,0,100,4,94,13572,24,24,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40403,100,59297648424,100,197685145497,,,,,,,,,,,,,,,,,,,,
